English,Spanish
"25. Many delegations welcomed the statement and congratulated China on its accession to the Montreal Protocol and recalled China's valuable input into discussion of the proposed financial measures of the Second Meeting.
","25. Muchas delegaciones acogieron complacidas la declaración, felicitaron a China por su adhesión al Protocolo de Montreal y recordaron la valiosa aportación de China al debate sobre las medidas financieras propuestas en la Segunda Reunión.
"
"Several also observed that early discussion of a country programme with China would be necessary and the total sum of the Multilateral Fund increased accordingly.
","Algunas delegaciones señalaron también que sería necesario examinar prontamente un programa con China y aumentar en consecuencia la suma total del Fondo Multilateral.
"
"One Delegation announced an immediate increase in its contribution to the Multilateral Fund to US $2m and looked forward to the time when it would be possible to tear up those parts of the Protocol which dealt with nonParties.
","Una delegación anunció el aumento inmediato de su contribución al Fondo Multilateral a 2 millones de dólares y manifestó la esperanza de que llegaría un momento en que se podrían eliminar las disposiciones del Protocolo que trataban de los países no Partes.
"
"Many delegations expressed wishes to expand co-operation with China and referred in this connection to their on-going and planned activities.
","Numerosas delegaciones expresaron deseos de ampliar la cooperación con China y, a este respecto, se refirieron a sus actividades en curso y planificadas.
"
"There was general agreement that China's accession to the Montreal Protocol was an essential step in the process of implementing the Montreal Protocol.
","Hubo acuerdo general en que la adhesión de China al Protocolo de Montreal era un paso fundamental en el proceso de aplicación del Protocolo.
"
"26. The delegation of the Republic of Korea said that its Government, concerned by the level of environmental contamination, had already imposed strict measures to protect the ozone layer by legislative measures and institutional restructuring, but felt bound to draw attention to the very adverse effects which such measures were likely to have on young industrial countries.
","26. La delegación de la República de Corea dijo que su Gobierno, preocupado por el nivel de contaminación ambiental, ya había impuesto estrictas medidas para proteger la capa de ozono, tanto legislativas como de reestructuración institucional, pero se veía obligada a señalar los posibles efectos extremadamente adversos que estas medidas tendrían en países recién industrializados.
"
"In view of the extent of investment in CFC manufacture, any drastic reduction in output could result in serious unemployment and social unrest.
","Dada la magnitud de las inversiones hechas en la fabricación de clorofluorocarbonos, toda reducción drástica de la producción provocaría un desempleo grave y malestar social.
"
"Nevertheless legislation had been passed and would be implemented.
","Con todo, se habían promulgado leyes que se aplicarían.
"
"It was hoped that this cooperative attitude would be met by a voluntary transfer of technology and appropriate financial resources.
","El orador confiaba en que esta actitud de cooperación se respondería con la transferencia voluntaria de tecnología y adecuados recursos financieros.
"
"Success would only be possible if developing and developed countries worked together.
","Sólo se podría tener éxito si colaborasen los países en desarrollo y los países desarrollados.
"
"27. The delegate of Malaysia said that, when his country became Party to the Protocol in November 1989, parallel action had been taken to introduce Customs Control regulations to monitor CFC and halon imports, but unfortunately that had given rise to technical difficulties and countries with developing economies required time to adjust to the provisions of the protocol.
","27. El delegado de Malasia dijo que cuando en noviembre de 1989 su país se adhirió al Protocolo, se habían tomado simultáneamente medidas para introducir reglamentaciones de control aduanero con el fin de vigilar las importaciones de CFC y halones, pero desgraciadamente habían surgido dificultades técnicas porque los países con economías en desarrollo necesitaban tiempo para ajustarse a las disposiciones del Protocolo.
"
"It was during the interim period that noncompliance tended to occur.
","Fue durante el período intermedio cuando se produjo la tendencia al incumplimiento.
"
"Malaysia, as a country operating under Article 5, paragraph 1, had already initiated processes for the elimination of CFCs and halons from the aerosol, solvent, cleaning, refrigeration, air conditioning, fire protection, foam manufacturing and other sectors.
","Malasia, como país que operaba al amparo del párrafo 1 del artículo 5, había iniciado ya procesos para la eliminación de los CFC y los halones de los aerosoles, los disolventes, los productos de limpieza, la refrigeración, el aire acondicionado, la protección contra incendios, y la fabricación de espumas y otros sectores.
"
"The Implementation Committee was a very important organ.
","El Comité de Aplicación era un órgano muy importante.
"
"Malaysia further suggested that its efficiency could be greatly improved by an equitable distribution of the membership between developed and developing countries.
","En opinión de su delegación podría aumentarse considerablemente su eficacia con una distribución equitativa entre los miembros procedentes de los países desarrollados y de los países en desarrollo.
"
"The delegate of Malaysia said that the establishment of the Multilateral Fund as a new and additional financial resource was precedent-setting and it could well be a future model.
","Dijo que el establecimiento del Fondo Multilateral como nuevo recurso financiero complementario sentaba precedente y bien podría servir de modelo en el futuro.
"
"Malaysia, as a member of the Executive Committee of the Multilateral Fund, had made a positive and constructive contribution to the work of the Committee and faithfully represented the views of other developing countries in the Asian region.
","Malasia, como miembro del Comité Ejecutivo del Fondo Multilateral, había aportado su contribución positiva y constructiva a la labor del Comité y representaba fielmente las opiniones de otros países en desarrollo de la región asiática.
"
"28. One delegation pointed out that the Amendment to the Protocol, made at the time of the Second Meeting, was an important contribution to environmental protection, but had been overtaken by some recent scientific findings, which necessitated more stringent regulations.
","28. Una delegación señaló que la Enmienda del Protocolo, elaborada durante la Segunda Reunión, representaba una contribución importante a la protección del medio ambiente, pero había sido superada por algunos descubrimientos científicos recientes que exigían una reglamentación más estricta.
"
"Phaseout could of course only be achieved by a transfer of technology to the developing countries.
","Era evidente que sólo se podía alcanzar la eliminación progresiva con la transferencia de tecnología a los países en desarrollo.
"
"This delegation among others was sponsoring a draft resolution, stressing the urgency of the situation, and hoped that other delegations would rally to its support.
","Esta delegación, entre otras, patrocinaba un proyecto de resolución, en el que se hacía hincapié en la urgencia de la situación, y esperaba que otras delegaciones la apoyarían.
"
"The country's national plan provided for phaseout of all currently controlled substances to be complete well before 1997.
","El plan nacional de este país prescribía que la eliminación progresiva de todas las sustancias controladas actualmente debería quedar concluida bastante antes de 1997.
"
"Another most important issue was the need to provide Assessment Panels with their terms of reference well in advance, to enable them to organize their work.
","Otra cuestión muy importante era la necesidad de que los grupos de evaluación conocieran mucho antes sus mandatos, con objeto de que pudieran organizar su trabajo.
"
